F0,F1,parental.id,PW1,PW2,PW3,PW4,PW5,PW6,PW7,PW8,PW9,PW10,PW11,PW12,PW13,PW14,PW15,PW16
E,E,26,0.003106469,-0.012978442,-0.031004999,-0.003961349,-0.003926075,-0.003033251,-0.002667829,-0.01036934,0.030228837,0.004646464,-0.004850271,-0.003938785,-0.003363508,0.002979512,0.01209012,-0.005750322
E,E,26,-0.000633978,-0.015976245,-0.027736776,-0.003489894,-0.006918729,-0.00263548,-0.022481938,-0.015782776,0.006901057,-0.000311869,-0.008953517,0.004229611,0.017103496,-0.002653249,0.021639329,-0.004473724
E,E,27,-0.002303907,0.003878624,0.019561523,0.001697347,-0.001674256,-0.001186407,0.010462971,0.007418773,0.000908758,-0.005114313,0.002846698,0.004761161,0.016234287,-0.001736043,-0.011070609,0.013338063
E,E,27,-0.001428621,-0.015551277,-0.012630021,-0.000909276,-0.016024861,-0.006330274,-0.026001119,-0.020749352,-0.000984427,-0.004927191,0.001267721,0.007774429,0.014323035,0.027103003,0.031141664,-0.007327295
E,E,27,-0.007177071,-0.013868026,-0.026955808,-0.002477895,-0.012955016,-0.003563987,-0.021719281,-0.018799947,0.01607672,0.004990735,0.002642402,0.003925947,0.010779064,0.011188171,0.034623475,-0.016474515
E,E,27,-0.00193652,0.002506815,0.004619601,0.000505336,0.001569133,-0.000144272,0.02002574,0.007839628,0.036189319,0.000668635,0.006490564,-0.000861576,0.007110445,0.005154971,-0.007695251,-0.003057003
E,E,27,-0.00111603,-0.000441534,0.00643162,0.001295627,-0.000293614,-0.001244189,0.000575965,0.005049538,0.010168401,-0.001718932,-0.009566382,0.009486026,-0.005780041,-0.005109092,-0.003206409,-0.012250519
E,E,28,-0.013539962,-0.008352215,-0.017525179,0.002308011,-0.019581785,0.007698849,-0.039585812,-0.017480814,0.018263605,-0.000948382,-0.016483155,0.01330766,0.020192937,-0.011822824,0.001954199,0.006358992
E,E,28,-0.008461618,-0.013148254,-0.020228187,-0.00144726,-0.007848463,-0.001974309,-0.027283569,-0.015932188,0.013151386,-0.000850695,0.001638306,-0.004451766,0.012185425,0.035097705,0.032967905,-0.011877119
E,E,28,-0.008975445,-0.013807685,-0.033652154,-0.001405318,-0.006189843,-0.004460384,-0.029061944,-0.014962105,0.024387573,-0.000630933,0.000849283,-0.00620849,0.018719102,0.00633103,0.025776443,-0.008796599
E,E,28,0.005659701,-0.001518004,0.001731238,0.003039922,-0.00141108,0.010324176,-0.004097981,0.004046466,-0.013827038,-0.001880297,-0.013585915,0.012120083,0.022282697,-0.013479176,0.011858335,-0.008808278
E,E,28,0.003602956,0.001299905,-0.009966937,0.000138784,0.004982261,-0.001876513,0.001501466,0.004928202,0.007514137,-0.002548955,0.01573174,0.003876813,0.008930515,0.000691791,0.011119776,0.000331129
E,E,29,-0.002035889,-0.000314916,-0.004482414,0.002392833,0.001465939,0.007482968,0.006723134,0.001384366,-0.005211523,-0.00147371,-0.009474504,0.004060006,0.001235232,-0.020786736,0.000331398,-0.019007616
E,E,29,0.001842428,-0.004922585,-0.004288487,0.002806477,-0.003982495,0.00065051,-0.008459239,-0.00307416,0.007200307,-0.003319075,0.009857592,-0.006046547,-0.000988869,-0.004932067,0.006554436,-0.005476009
E,E,29,0.003429773,-0.000147106,-0.004743454,0.000250037,0.003362348,0.001217471,-0.001555775,0.003644146,0.000880244,0.001221316,-0.004857186,0.001611824,-0.001686754,-0.010749435,-0.001920939,-0.009075116
E,E,29,0.001648555,0.001547741,0.013168189,0.004772712,0.004814581,0.00069415,0.024104767,0.00810694,0.040189902,-0.002833642,0.008564787,0.013310059,0.015207037,0.00024964,-0.011672751,0.005099863
E,E,29,0.003460718,-0.000512496,0.011211896,0.004592629,-0.000719218,-0.002475999,0.003871151,0.004931147,0.008691677,-0.004400457,0.008813301,0.009205051,-0.00382559,0.003238744,0.000624095,-0.009081798
E,E,30,0.001670346,0.001178137,0.001275867,0.001356388,0.00165077,0.004362042,-0.000611077,0.013136048,0.00210593,-0.000223819,0.013499706,1.30E-05,-0.000115979,0.030040349,0.025582034,0.017319496
E,E,30,0.004505554,0.004122881,0.01767097,0.005115727,0.003104856,0.004894323,0.001002589,0.012102595,0.01224625,-0.004383858,0.007597757,0.000152266,-0.014488889,0.023225246,0.003248732,0.01486128
E,E,30,0.001718724,-0.003703992,0.001908109,0.003586471,0.005011839,0.007321384,-0.001039888,0.014368295,0.005776976,-0.003637353,0.016401092,-0.01359753,0.001108756,0.015054668,0.025135534,0.029159058
E,E,30,-0.000324541,0.003979759,1.80E-05,0.0042395,0.006426434,0.006655841,0.006475369,0.009980116,-0.001038321,-0.001829641,-0.001320271,0.008475003,-0.007009722,0.021961446,0.017124607,0.007223696
E,E,30,0.000288156,-0.002425899,0.004365803,0.000803435,-0.00519627,0.013727146,0.003053659,8.96E-05,-0.007739994,-0.002259771,0.001568281,0.004348641,-0.014352798,-0.014415458,0.004008345,0.004587929
E,E,31,0.000799123,0.004308748,0.014465012,0.000914221,-0.00038196,0.006681541,0.012247152,0.011604363,0.019787705,-0.003229179,0.004346234,0.012209033,-0.008934228,0.02178472,0.003007952,0.011954813
E,E,31,0.005197842,0.003518521,0.005830929,0.004142495,0.00277086,0.001319322,0.011660103,0.006132397,0.00550638,-0.005618536,-0.007503652,0.002966911,-0.003639175,0.012936359,-0.000767417,-0.000220393
E,E,31,0.006041872,0.002642109,0.014800911,0.004176605,-0.002936322,0.001041264,-0.008066232,0.010388021,0.001337908,-0.000955319,0.004367453,-0.00102785,0.004042478,0.011708379,0.008683112,0.00586714
E,E,31,-0.001671817,0.000748479,0.004483014,0.001720512,-0.001013911,0.001524462,-0.003430037,0.00035745,-0.006942734,-0.001276879,-0.006456525,0.001757349,-0.007309951,-0.012668027,-0.014131898,-0.004889828
E,E,31,0.001472663,0.001684889,-0.002009966,0.003077757,0.00066459,-0.001571411,0.003160546,0.002448914,-0.007295714,-0.000617705,-0.01533817,-0.001816268,-0.007845671,-0.00949919,-0.003391511,-0.002805373
E,E,32,-0.003854951,-0.008402444,-0.006299511,0.002496107,-0.000655513,0.003547988,-0.01451365,0.000852655,0.011194799,0.002885344,-0.01318326,0.002863041,0.012998964,-0.025593811,-0.005022397,-0.005056785
E,E,32,-0.010462545,-0.015777163,-0.019730101,-0.000147527,-0.025631596,-0.004539776,-0.022107463,-0.024328011,0.030848526,-0.00276534,-0.000622295,0.004935047,0.023724178,0.018400996,0.019240839,-0.007727897
E,E,32,-0.002137224,-0.000156954,-0.006446461,0.0030085,-0.001302536,-0.000494819,-0.004295702,0.000712692,-0.020544576,-0.003159159,-0.008236718,-0.003685693,-0.010225984,-0.0104434,-0.01180541,-0.014084461
E,E,32,-0.005605651,-0.011853997,-0.013998026,0.000945403,-0.009585158,-0.003409196,-0.027954678,-0.012406422,0.006527433,-0.001685413,-0.008557185,0.003272987,0.003665615,-0.004888166,0.016570893,-0.000786652
E,E,32,-0.003587671,-0.010086489,-0.011226645,3.36E-05,-0.006431396,-0.007688597,-0.034955329,-0.021553737,0.017854286,-0.001440406,-0.014529283,0.010827396,0.016264766,0.020891838,0.021218232,-0.009509957
